order_id,service_category,delivery_type,origin_node_type,origin_node_name,origin_operator,dest_node_type,final_carrier,num_ops,num_processes,num_legs,num_transfers,has_crossdocking,has_first_mile,num_operators,total_span_hours,picking_window_hours,total_process_time_mins,complexity_score,short_picking_window,anomalous_span,complex_route,seller_origin,span_ratio
FOFCL000028467654,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,27.0,570,60,False,False,False,False,1.3846153846153846
FOFCL000028467605,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,15.0,450,60,False,False,False,False,1.3846153846153846
FOFCL000028467584,MESON,COLLECT,SELLER,HASBROGSC-SCE577312940B38,SELLER,PICKUP_POINT,BLUEEXPRESS,6,3,3,2,True,True,1,25.52,8.0,840,65,False,False,False,True,0.9815384615384615
FOFCL000028467602,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,2,1,1,0,False,False,1,36.02,16.5,90,0,False,False,False,False,1.0594117647058825
FOFCL000028467588,MESON,COLLECT,STORE,FALABELLA QUILPUÃ‰,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467640,DATE_RANGE,HOME_DELIVERY,SELLER,IMAC HOGARGSC-SC826A9416C38AF,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,840,35,False,False,False,True,0.12289562289562289
FOFCL000028467611,MESON,COLLECT,STORE,FALABELLA QUILPUÃ‰,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467676,REGULAR,HOME_DELIVERY,SELLER,DCIC GROUPGSC-SC942939F0EB079,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,6,3,3,2,True,True,1,25.17,8.0,750,65,False,False,False,True,0.7402941176470589
FOFCL000028467586,MESON,COLLECT,STORE,FALABELLA TEMUCO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028430158,MESON,COLLECT,STORE,FALABELLA MALL PLAZA TOBALABA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,11.0,1.0,60,5,True,False,False,False,0.4230769230769231
FOFCL000028467778,MESON,COLLECT,SELLER,BAZIANIGSC-SC401DBFF3C8B49,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,8.0,780,70,False,False,False,True,1.0769230769230769
FOFCL000028467660,MESON,COLLECT,STORE,FALABELLA LA SERENA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,2.0,120,5,True,False,False,False,0.5
FOFCL000028467593,MESON,COLLECT,SELLER,KOMO2GSC-SC07DDAB9F71655,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,1.0,360,75,True,False,False,True,1.0834615384615385
FOFCL000028467935,REGULAR,HOME_DELIVERY,SELLER,E&B COMPAÃ‘IAGSC-SCC29B958BEC6E2,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,1.0,210,70,True,False,False,True,0.7647058823529411
FOFCL000028467604,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,85.0,28.5,330,20,False,False,False,False,2.5
FOFCL000028467648,MESON,COLLECT,SELLER,DBSGSC-SC5D0BFEEE6F30F,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028467645,REGULAR,HOME_DELIVERY,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,1.0,240,35,True,False,False,True,0.7402941176470589
FOFCL000028467589,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,34.0,25.0,330,20,False,False,False,False,1.0
FOFCL000028467631,MESON,COLLECT,SELLER,LERNENGSC-SC502CDAFB7E961,SELLER,STORE,TOTTUS,8,4,4,3,True,True,2,28.17,1.0,420,105,True,False,True,True,1.0834615384615385
FOFCL000028467627,REGULAR,HOME_DELIVERY,SELLER,LIPPIGSC-SCE362255310206,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028467646,REGULAR,HOME_DELIVERY,SELLER,TUS HERRAMIENTASGSC-SC759DEB59D3888,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,74.02,1.0,210,70,True,False,False,True,2.1770588235294115
FOFCL000028467607,MESON,COLLECT,STORE,FALABELLA MALL PLAZA TOBALABA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,11.0,1.0,60,5,True,False,False,False,0.4230769230769231
FOFCL000028467614,MESON,COLLECT,SELLER,MARKETSELF CHILEGSC-SC251FD754E8883,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000028467633,TO_CAR,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,60.0,16.5,450,60,False,False,False,False,2.0689655172413794
FOFCL000028467842,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,4,2,2,1,False,True,1,36.0,27.48,390,20,False,False,False,False,1.3846153846153846
FOFCL000028467736,MESON,COLLECT,STORE,FALABELLA CONCEPCIÃ“N,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467760,REGULAR,HOME_DELIVERY,STORE,FALABELLA PLAZA VESPUCIO,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,62.18,7.0,300,20,False,False,False,False,1.8288235294117647
FOFCL000028467610,MESON,COLLECT,STORE,FALABELLA ARAUCO MAIPÃš,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467647,MESON,COLLECT,SELLER,ROHE DESIGNGSC-SC62F6634A4E806,SELLER,STORE,SODIMAC,8,4,4,3,True,True,2,28.17,8.0,750,100,False,False,True,True,1.0834615384615385
FOFCL000028467619,MESON,COLLECT,STORE,FALABELLA MALL COPIAPÃ“,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,2.0,120,5,True,False,False,False,0.5
FOFCL000028467669,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,25.0,450,60,False,False,False,False,1.3846153846153846
FOFCL000028467828,MESON,COLLECT,STORE,FALABELLA OSORNO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467803,REGULAR,HOME_DELIVERY,SELLER,BABY AMANECER SPAGSC-SC7916411A84E7C,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,420,35,False,False,False,True,1.0735294117647058
FOFCL000028467858,REGULAR,HOME_DELIVERY,SELLER,ADIDASGSC-SC4A3A245A2003B,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028467623,REGULAR,HOME_DELIVERY,SELLER,COSMETICGSC-SC55CFB768F9346,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,11.98,1.0,60,15,True,False,False,True,0.3523529411764706
FOFCL000028467613,MESON,COLLECT,STORE,FALABELLA VALPARAÃSO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028245238,MESON,COLLECT,STORE,FALABELLA CURICÃ“,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028376171,MESON,COLLECT,STORE,FALABELLA COSTANERA CENTER,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467621,MESON,COLLECT,SELLER,CLICK DESCUENTOGSC-SCA0353AB21E2CD,SELLER,PICKUP_POINT,BLUEEXPRESS,6,3,3,2,True,True,2,49.52,6.0,720,70,False,False,False,True,1.9046153846153848
FOFCL000028467637,REGULAR,HOME_DELIVERY,SELLER,ADIDASGSC-SC4A3A245A2003B,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,53.0,8.0,720,65,False,False,False,True,1.5588235294117647
FOFCL000028467657,TO_CAR,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,15.0,450,60,False,False,False,False,1.2413793103448276
FOFCL000028467873,REGULAR,HOME_DELIVERY,SELLER,ADIDASGSC-SC4A3A245A2003B,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,8.0,720,65,False,False,False,True,0.7647058823529411
FOFCL000028467898,REGULAR,HOME_DELIVERY,SELLER,ROSENGSC-SC02A285AC91B39,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,61.98,60.97,2880,10,False,False,False,True,1.822941176470588
FOFCL000028467664,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,33.17,27.0,450,25,False,False,False,False,0.9755882352941176
FOFCL000028467649,MESON,COLLECT,SELLER,OV IMPORT SPAGSC-SCC9D56C0344609,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,29.17,1.0,360,75,True,False,False,True,1.121923076923077
FOFCL000028467638,REGULAR,HOME_DELIVERY,SELLER,ANGELES DEL HOGAR SPAGSC-SCEDE633379DEB2,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,15.98,4.0,240,10,False,False,False,True,0.47000000000000003
FOFCL000028467636,REGULAR,HOME_DELIVERY,STORE,FALABELLA PLAZA OESTE,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,63.18,8.0,300,20,False,False,False,False,1.858235294117647
FOFCL000028467630,MESON,COLLECT,SELLER,MUNDO ONLINE.GSC-SC6689B1FDB9154,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,76.0,1.0,330,105,True,False,True,True,2.923076923076923
FOFCL000028386361,MESON,COLLECT,STORE,FALABELLA MELIPILLA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467642,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,34.0,15.0,330,20,False,False,False,False,1.0
FOFCL000028467658,REGULAR,HOME_DELIVERY,SELLER,MAUI AND SONSGSC-SC2AD35F5AFB18E,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,1.0,240,35,True,False,False,True,0.7402941176470589
FOFCL000028467723,MESON,COLLECT,SELLER,SOKOBOXGSC-SC793C2C90E6D6F,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,52.0,1.0,360,75,True,False,False,True,2.0
FOFCL000028467666,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,34.0,25.0,330,20,False,False,False,False,1.0
FOFCL000028467639,DATE_RANGE,HOME_DELIVERY,SELLER,FAMILY AND HOME STOREGSC-SC1F718926F6509,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.0,8.0,960,35,False,False,False,True,0.12121212121212122
FOFCL000028467663,REGULAR,HOME_DELIVERY,STORE,FALABELLA PARQUE ARAUCO,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,39.18,8.0,300,25,False,False,False,False,1.1523529411764706
FOFCL000028467650,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,TOTTUS,6,3,3,2,True,True,3,60.17,27.0,570,60,False,False,False,False,2.314230769230769
FOFCL000028467706,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.02,15.0,150,20,False,False,False,False,0.7358823529411764
FOFCL000028467681,REGULAR,HOME_DELIVERY,SELLER,WORLD SUPER STOREGSC-SC530DD6181A886,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,8.0,720,65,False,False,False,True,0.7647058823529411
FOFCL000028467628,MESON,COLLECT,SELLER,COMERCIAL GLOBAL LIMITADAGSC-SC630CF8CB68937,SELLER,STORE,SODIMAC,8,4,4,3,True,True,3,28.17,1.0,480,105,True,False,True,True,1.0834615384615385
FOFCL000028467668,MESON,COLLECT,SELLER,FORUS S.A.GSC-SC9DEBAE01EF484,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028467679,MESON,COLLECT,SELLER,MAISAGSC-SC4ECAEEF0EA579,SELLER,STORE,SODIMAC,6,3,3,2,True,True,2,29.17,1.0,360,75,True,False,False,True,1.121923076923077
FOFCL000028467656,MESON,COLLECT,SELLER,WORLD SUPER STOREGSC-SC530DD6181A886,SELLER,STORE,SODIMAC,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028467726,REGULAR,HOME_DELIVERY,SELLER,BETTER COMMERCEGSC-SC87E0EE01DB6B4,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,6,3,3,2,True,True,1,25.17,1.0,330,70,True,False,False,True,0.7402941176470589
FOFCL000028467693,MESON,COLLECT,SELLER,NESTLÃ‰GSC-SCEADBDDFD550B6,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028467652,MESON,COLLECT,SELLER,LOUNGEGSC-SCC2A2E653C9CFC,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028467694,MESON,COLLECT,SELLER,QD BRANDSGSC-SCF7630CBFE0302,SELLER,STORE,SODIMAC,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028467687,REGULAR,HOME_DELIVERY,SELLER,GLOBAL LATIN GROUPGSC-SC873D1A2A18721,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,37.0,1.0,150,35,True,False,False,True,1.088235294117647
FOFCL000028467674,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA LOF3 - 9992,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,2,1,1,0,False,False,1,25.0,18.0,180,0,False,False,False,False,0.7352941176470589
FOFCL000028467672,REGULAR,HOME_DELIVERY,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,1.0,300,70,True,False,False,True,0.7647058823529411
FOFCL000028467688,MESON,COLLECT,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000028467661,DATE_RANGE,HOME_DELIVERY,SELLER,SKECHERSGSC-SC7D5BDBBD66E71,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,1,60.5,8.0,720,30,False,False,False,True,0.2037037037037037
FOFCL000028467700,MESON,COLLECT,SELLER,COLLOKYGSC-SC99EB0F8DD43A9,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,8.0,780,70,False,False,False,True,1.0769230769230769
FOFCL000028467793,REGULAR,HOME_DELIVERY,SELLER,COLCHONES 5 SUENOGSC-SC982ADD45931C3,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,180.5,144.0,4410,30,False,True,False,True,5.3088235294117645
FOFCL000028467659,MESON,COLLECT,SELLER,BATAGSC-SC88930DCB78015,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,29.0,1.0,360,75,True,False,False,True,1.1153846153846154
FOFCL000028467766,REGULAR,HOME_DELIVERY,SELLER,COSMETICGSC-SC55CFB768F9346,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,27.0,1.0,240,35,True,False,False,True,0.7941176470588235
FOFCL000028467680,REGULAR,HOME_DELIVERY,SELLER,CALVIN KLEINGSC-SCF3C1BF43800E1,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.0,8.0,660,30,False,False,False,True,0.7647058823529411
FOFCL000028467747,DATE_RANGE,HOME_DELIVERY,SELLER,TECHHOME CLGSC-SC2293EA241B932,SELLER,CROSSDOCK_HUB,COURIER INTERNACIONAL,4,2,2,1,False,True,2,393.02,68.0,15600,35,False,False,False,True,1.3232996632996632
FOFCL000028467667,MESON,COLLECT,SELLER,TOP10BOOKSGSC-SCDB4F7DA37A284,SELLER,STORE,FALABELLA,10,5,5,4,True,True,2,28.0,1.0,540,125,True,False,True,True,1.0769230769230769
FOFCL000028467772,REGULAR,HOME_DELIVERY,SELLER,IMPORTACIONESRRGSC-SC8BC8B839B1434,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.0,8.0,660,30,False,False,False,True,0.7647058823529411
FOFCL000028467665,TO_CAR,COLLECT,SELLER,EL APOYOGSC-SCCE2CD23EE25FE,SELLER,STORE,FALABELLA,10,5,5,4,True,True,2,28.0,1.0,540,125,True,False,True,True,0.9655172413793104
FOFCL000028467740,MESON,COLLECT,SELLER,CASA ROYALGSC-SCB0EF9E1667C0B,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,4.0,540,70,False,False,False,True,1.0834615384615385
FOFCL000028467685,REGULAR,HOME_DELIVERY,SELLER,THOMAS/SIEGENGSC-SC0B2C25B0D7AE2,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028125108,MESON,COLLECT,SELLER,BESTMARTGSC-SC8CF029BB28525,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,52.0,1.0,420,105,True,False,True,True,2.0
FOFCL000028467754,MESON,COLLECT,SELLER,BJ HOGARGSC-SC863D618A763E7,SELLER,PICKUP_POINT,HOME DELIVERY CORP,8,4,4,3,True,True,1,27.0,8.0,840,95,False,False,True,True,1.0384615384615385
FOFCL000028467707,DATE_RANGE,HOME_DELIVERY,SELLER,NEMESHOPGSC-SC86454D85CE264,SELLER,CROSSDOCK_HUB,COURIER INTERNACIONAL,4,2,2,1,False,True,2,201.02,190.0,8520,35,False,False,False,True,0.6768350168350169
FOFCL000028467831,MESON,COLLECT,STORE,FALABELLA PARQUE ARAUCO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467686,MESON,COLLECT,SELLER,LEVISGSC-SC423D41FE659FD,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028467780,MESON,COLLECT,SELLER,TOPVENTAGSC-SCA7CACF4223576,SELLER,STORE,FALABELLA,8,4,4,3,True,True,3,28.0,1.0,480,105,True,False,True,True,1.0769230769230769
FOFCL000028467677,MESON,COLLECT,SELLER,MOSAICOGSC-SC8BEEDE314C1F7,SELLER,STORE,SODIMAC,8,4,4,3,True,True,2,26.67,1.0,450,105,True,False,True,True,1.0257692307692308
FOFCL000028467698,MESON,COLLECT,SELLER,MIGUEL ARCANGEL SPAGSC-SCF1B5E7F3E334B,SELLER,PICKUP_POINT,BLUEEXPRESS,6,3,3,2,True,True,2,50.5,6.0,720,70,False,False,False,True,1.9423076923076923
FOFCL000028467796,MESON,COLLECT,SELLER,DBSGSC-SC5D0BFEEE6F30F,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,8.0,780,70,False,False,False,True,1.0769230769230769
FOFCL000028467809,MESON,COLLECT,STORE,FALABELLA CONCEPCIÃ“N,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467732,REGULAR,HOME_DELIVERY,SELLER,SPORTHOUSE LIMITADAGSC-SC1EE9BDC4AFC4D,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,420,35,False,False,False,True,1.0735294117647058
FOFCL000028467764,MESON,COLLECT,SELLER,KOWHAIGSC-SCA1F26F452DA23,SELLER,STORE,FALABELLA,8,4,4,3,True,True,3,28.0,1.0,480,105,True,False,True,True,1.0769230769230769
FOFCL000028467675,MESON,COLLECT,STORE,FALABELLA INDEPENDENCIA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028333762,MESON,COLLECT,STORE,FALABELLA LOS ÃNGELES,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467684,REGULAR,HOME_DELIVERY,SELLER,INVERSIONES JM SPAGSC-SC6DEFAB3DC7A01,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,10.98,1.0,60,15,True,False,False,True,0.32294117647058823
FOFCL000028467689,MESON,COLLECT,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000028467720,MESON,COLLECT,SELLER,PILLINGSC-SC5A59DBCB406A0,SELLER,STORE,SODIMAC,8,4,4,3,True,True,2,29.17,1.0,420,105,True,False,True,True,1.121923076923077
FOFCL000028467745,MESON,COLLECT,SELLER,PRIORI IMPORTGSC-SCAF5AF78AAEA15,SELLER,STORE,FALABELLA,10,5,5,4,True,True,3,52.0,1.0,540,125,True,False,True,True,2.0
FOFCL000028467739,REGULAR,HOME_DELIVERY,SELLER,CHIQUITITUDGSC-SCA3D784DF38CA4,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,420,35,False,False,False,True,1.0735294117647058
FOFCL000028467765,REGULAR,HOME_DELIVERY,SELLER,TOMMY HILFIGERGSC-SC8D783BC2A0964,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.0,8.0,660,30,False,False,False,True,0.7647058823529411
FOFCL000028467738,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.02,15.0,150,20,False,False,False,False,0.7358823529411764
FOFCL000028467724,MESON,COLLECT,SELLER,TENDENZAGSC-SC150AFDA6DF734,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,8.0,780,70,False,False,False,True,1.0769230769230769
FOFCL000028467868,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,58.0,27.0,450,25,False,False,False,False,1.7058823529411764
FOFCL000028467896,REGULAR,HOME_DELIVERY,SELLER,ITALMOD S.A.GSC-SC79CBBA4D2AECA,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028467705,MESON,COLLECT,SELLER,LIPPIGSC-SCE362255310206,SELLER,STORE,TOTTUS,8,4,4,3,True,True,2,28.17,8.0,840,100,False,False,True,True,1.0834615384615385
FOFCL000028467719,MESON,COLLECT,SELLER,SPORTNUTRISHOPGSC-SCFA7B0794E16BB,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,29.0,1.0,420,105,True,False,True,True,1.1153846153846154
FOFCL000028467730,MESON,COLLECT,SELLER,NEWVANAGSC-SCAA9B8D1B6AE4C,SELLER,STORE,FALABELLA,10,5,5,4,True,True,3,28.0,1.0,540,125,True,False,True,True,1.0769230769230769
FOFCL000028467703,MESON,COLLECT,SELLER,FORUS S.A.GSC-SC9DEBAE01EF484,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,8.0,780,70,False,False,False,True,1.0769230769230769
FOFCL000028467708,MESON,COLLECT,SELLER,COLLOKYGSC-SC99EB0F8DD43A9,SELLER,STORE,SODIMAC,6,3,3,2,True,True,2,52.17,8.0,780,70,False,False,False,True,2.0065384615384616
FOFCL000028467833,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,33.17,27.0,450,25,False,False,False,False,0.9755882352941176
FOFCL000028467855,MESON,COLLECT,SELLER,LIPPIGSC-SCE362255310206,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028467864,MESON,COLLECT,SELLER,FICCUSGSC-SC4A5FEDB3BA7E1,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,50.17,6.0,900,100,False,False,True,True,1.9296153846153847
FOFCL000028467906,MESON,COLLECT,SELLER,LIOLAGSC-SC41FE8678A9F20,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,52.0,1.0,420,105,True,False,True,True,2.0
FOFCL000028467758,REGULAR,HOME_DELIVERY,SELLER,GETWAY GLOBALMARKETGSC-SCC71555800F156,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,6,3,3,2,True,True,1,25.17,8.0,750,65,False,False,False,True,0.7402941176470589
FOFCL000028467876,MESON,COLLECT,STORE,FALABELLA INDEPENDENCIA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028467847,DATE_RANGE,HOME_DELIVERY,SELLER,ELECTROPCGSC-SCC888A821EBE2D,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.0,8.0,960,35,False,False,False,True,0.12121212121212122
FOFCL000028467734,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,57.17,27.0,450,25,False,False,False,False,1.6814705882352943
FOFCL000028467729,MESON,COLLECT,SELLER,TOPGSC-SC495BA5720BF72,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028467829,REGULAR,HOME_DELIVERY,SELLER,BIZA.CLGSC-SC77BD1D65D5FEC,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,37.0,8.0,750,65,False,False,False,True,1.088235294117647
